ID,TYPE,SYMBOL,COMPANY,INDUSTRY,EXCHANGE,ENTRYPRICE,TARGETPRICE,STRIKEPRICE,STOPLOSS,POTENTIALRETURN,STARTDATE,HOLDPERIOD,RISK,STATUS,PICKPOSITION,CLOSEDATE,CLOSEREASON,PERCENTGAIN,CLOSEDEMAILSENT,LASTTRADE,UNDERLYING_STOCK_SYMBOL,PORTFOLIOGAIN,COMMENTS,,QPICK,STARTDATETEMP
73896,Buy Calls,PLAN,PLAN May 21 2021 67.5 Call,,,2.8,4.8,67.5,1,,2021-04-13,,,ACTIVE,Closed,2021-04-13,STOPPED OUT,-57,YES,,PLAN,-570,Bullish call flow does not stop.  Plan on a move towards $70,,NO,NULL
73847,Buy Calls,PLBY,PLBY Jun 18 2021 60 Call,,,2.58,4.7,60,,,2021-06-09,,,ACTIVE,Closed,2021-06-09,STOPPED OUT,,YES,,PLBY,0,Incredible price activity this week in PLBY.  Quick trade.,,NO,NULL
73925,Buy Calls,PLTR,PLTR Apr 1 2021 27 Call (Weekly),,,1.46,1.96,27,0.51,,2021-03-08,,,ACTIVE,Closed,2021-03-10,TARGET REACHED,34,YES,,PLTR,340,Grossly oversold.,,NO,NULL
73867,Buy Calls,PLTR,PLTR Jun 18 2021 22 Call,,,1.02,1.54,22,0.45,,2021-05-19,,,ACTIVE,Closed,2021-05-27,TARGET REACHED,51,YES,,PLTR,510,Strong price action here.,,NO,NULL
73941,Buy Calls,PLTR,PLTR Mar 5 2021 32.5 Call (Weekly),,,2.17,3.7,32.5,0.32,,2021-02-17,,,ACTIVE,Closed,2021-02-23,STOPPED OUT,-77,YES,,PLTR,-770,Quick trade opportunity.,,NO,NULL
73895,Buy Calls,PLTR,PLTR May 21 2021 28 Call,,,1.37,2.75,28,0.5,,2021-04-14,,,ACTIVE,Closed,2021-04-14,STOPPED OUT,-57,YES,,PLTR,-570,PLTR is setting up for an explosive move higher.,,NO,NULL
73795,Buy Calls,PLTR,PLTR Sep 17 2021 25 Call,,,0.91,1.44,25,0.21,,2021-08-09,,,ACTIVE,Closed,2021-08-12,TARGET REACHED,17,YES,,PLTR,170,Strong upside call volume and price activity.  PLTR is setting up nicely and we receive strong value with these Sep calls.,,NO,NULL
73783,Buy Calls,PLTR,PLTR Sep 17 2021 27 Call,,,0.9,1.8,27,0.2,,2021-08-19,,,ACTIVE,OPEN,,,,NO,NULL,PLTR,NULL,Short term power move,,NO,NULL
73831,Buy Calls,PLUG,PLUG Jul 16 2021 38 Call,,,1.3,2.35,38,0.5,,2021-06-29,,,ACTIVE,Closed,2021-06-29,STOPPED OUT,-56,YES,,PLUG,-560,PLUG on the move towards $40 short term,,NO,NULL
73949,Buy Calls,PRTS,PRTS Feb 19 2021 20 Call,,,1.4,1.9,20,0.5,,2021-02-04,,,ACTIVE,Closed,2021-02-08,TARGET REACHED,36,YES,,PRTS,360,Quick trade opportunity.,,NO,NULL
73912,Buy Calls,PSFE,PSFE May 21 2021 20 Call,,,1.35,2.7,20,,,2021-03-24,,,ACTIVE,Closed,2021-03-24,STOPPED OUT,-100,YES,,PSFE,-1000,BFT has triggered with enormous call volume calling into play over the last few sessions.  We move out to May strike to allow us more time with the market volatility.,,NO,NULL
73804,Buy Calls,PTON,PTON Aug 20 2021 130 Call,,,2.6,5.2,130,0.8,,2021-07-30,,,ACTIVE,Closed,2021-07-30,STOPPED OUT,-61,YES,,PTON,-610,Setup for next week.  Weeklies are hot but we stick with the month end strike,,NO,NULL
73845,Buy Calls,PTON,PTON Jul 16 2021 120 Call,,,3.3,4.75,120,0.8,,2021-06-11,,,ACTIVE,Closed,2021-06-22,TARGET REACHED,44,YES,,PTON,440,PTON has been on fire and now they are coming after the $150's.  We stay within the 120's here.,,NO,NULL
74037,Buy Calls,PTON,PTON Oct 23 2020 140 Call (Weekly),,,2.91,4.1,140,1.15,,2020-10-15,,,ACTIVE,Closed,2020-10-15,TARGET REACHED,42,YES,,PTON,420,Quick trade.,,NO,NULL
73993,Buy Calls,PYPL,PYPL Dec 31 2020 230 Call (Weekly),,,3.75,5.6,230,1.5,,2020-12-14,,,ACTIVE,Closed,2020-12-16,TARGET REACHED,49,YES,,PYPL,490,Range breakout....,,NO,NULL
73846,Buy Calls,PYPL,PYPL Jul 2 2021 275 Call (Weekly),,,3.9,5.15,275,1.3,,2021-06-10,,,ACTIVE,Closed,2021-06-14,TARGET REACHED,32,YES,,PYPL,320,Beauty of a chart and price activity,,NO,NULL
74028,Buy Calls,PYPL,PYPL Nov 20 2020 200 Call,,,3.5,4.6,200,1.25,,2020-11-03,,,ACTIVE,Closed,2020-11-04,TARGET REACHED,32,YES,,PYPL,320,PYPL with an absolute monster candle forming here...green and runs.,,NO,NULL
74067,Buy Calls,PYPL,PYPL Sep 25 2020 202.5 Call (Weekly),,,4.1,6.9,202.5,1.3,,2020-09-09,,,ACTIVE,Closed,2020-09-11,STOPPED OUT,-63,YES,,PYPL,-630,PYPL has so much room higher to go.,,NO,NULL
73805,Buy Calls,QCOM,QCOM Aug 20 2021 155 Call,,,1.67,2.95,155,0.25,,2021-07-29,,,ACTIVE,Closed,2021-07-29,STOPPED OUT,,YES,,QCOM,0,QCOM with a gap breakout here...$160 is possible short term.,,NO,NULL
74053,Buy Calls,QCOM,QCOM Oct 16 2020 124 Call,,,1.72,1.92,124,0.81,,2020-09-28,,,ACTIVE,Closed,2020-10-06,TARGET REACHED,-56,YES,,QCOM,-560,"Strong call volume, strong price activity, and our triggers have qcom at 125 over the next week ",,NO,NULL
74081,Buy Calls,QCOM,QCOM Sep 18 2020 120 Call,,,1.89,2.73,120,0.75,,2020-08-24,,,ACTIVE,Closed,2020-08-28,TARGET REACHED,45,YES,,QCOM,450,Beauty of a setup.,,NO,NULL
73917,Buy Calls,QQQ,QQQ Apr 1 2021 327 Call (Weekly),,,3.26,5.5,327,1,,0221-03-17,,,ACTIVE,Closed,2021-03-17,STOPPED OUT,-69,YES,,QQQ,-690,"We begin, next opportunity. ",,NO,NULL
73809,Buy Calls,QQQ,QQQ Aug 6 2021 372.5 Call (Weekly),,,2.15,4.3,372.5,0.75,,2021-07-26,,,ACTIVE,Closed,2021-07-26,STOPPED OUT,-57,YES,,QQQ,-570,QQQ is triggering here and we have a move towards $375 in play short term,,NO,NULL
74006,Buy Calls,QQQ,QQQ Dec 18 2020 305 Call,,,2.62,4.35,305,0.95,,2020-11-30,,,ACTIVE,Closed,2020-12-01,TARGET REACHED,66,YES,,QQQ,660,"Great entry point.  End of month selling, buy this dip, and prepare for December.  First on list, Q's. ",,NO,NULL
73996,Buy Calls,QQQ,QQQ Dec 31 2020 310 Call (Quarterly),,,2.9,3.27,310,1.2,,2020-12-09,,,ACTIVE,Closed,2020-12-14,TARGET REACHED,-70,YES,,QQQ,-700,QTrader has signaled and we have a monster turn \ value play here.,,YES,NULL
73959,Buy Calls,QQQ,QQQ Feb 12 2021 335 Call (Weekly),,,2.9,3.94,335,1.1,,2021-01-25,,,ACTIVE,Closed,2021-01-26,TARGET REACHED,36,YES,,QQQ,360,Another opportunity within the q's,,NO,NULL
73956,Buy Calls,QQQ,QQQ Feb 12 2021 335 Call (Weekly),,,3.13,5.45,335,0.91,,2021-01-27,,,ACTIVE,Closed,2021-01-29,STOPPED OUT,-71,YES,,QQQ,-710,Once more.,,NO,NULL
73961,Buy Calls,QQQ,QQQ Feb 5 2021 333 Call (Weekly),,,2.51,3.95,333,1.07,,2021-01-22,,,ACTIVE,Closed,2021-01-25,TARGET REACHED,57,YES,,QQQ,570,QTrader has signaled and we have a QQQ move into the 330's next week.,,YES,NULL
73978,Buy Calls,QQQ,QQQ Jan 22 2021 315 Call (Weekly),,,2.52,3.39,315,1.02,,2021-01-06,,,ACTIVE,Closed,2021-01-06,TARGET REACHED,51,YES,,QQQ,510,First opportunity.,,NO,NULL
73984,Buy Calls,QQQ,QQQ Jan 8 2021 315 Call (Weekly),,,2.42,4.05,315,0.92,,2020-12-24,,,ACTIVE,Closed,2020-12-29,TARGET REACHED,67,YES,,QQQ,670,Q's have triggered and this is a beauty of a set-up for next weeks trade.,,NO,NULL
73840,Buy Calls,QQQ,QQQ Jul 2 2021 345 Call (Weekly),,,2.88,4.03,345,1.1,,2021-06-16,,,ACTIVE,Closed,2021-06-17,TARGET REACHED,40,YES,,QQQ,400,Pay attention to what's beginning to lead.,,NO,NULL
73937,Buy Calls,QQQ,QQQ Mar 12 2021 325 Call (Weekly),,,3.33,5.55,325,1.2,,2021-02-23,,,ACTIVE,Closed,2021-02-23,TARGET REACHED,69,YES,,QQQ,690,Turn it...,,NO,NULL
73883,Buy Calls,QQQ,QQQ May 14 2021 345 Call (Weekly),,,2.65,4.7,345,1.2,,2021-04-29,,,ACTIVE,Closed,2021-04-29,STOPPED OUT,-77,YES,,QQQ,-770,This is a trade set-up for tomorrow and into next week.  Use this pull back on the q's for a great entry point.,,NO,NULL
74022,Buy Calls,QQQ,QQQ Nov 27 2020 293 Call (Weekly),,,3.05,4.59,293,1.42,,2020-11-10,,,ACTIVE,Closed,2020-11-11,TARGET REACHED,39,YES,,QQQ,390,Red to green type of day\week.,,YES,NULL
74032,Buy Calls,QQQ,QQQ Nov 6 2020 287.5 Call (Weekly),,,3.9,6.5,287.5,1.1,,2020-10-26,,,ACTIVE,Closed,2020-10-26,STOPPED OUT,,YES,,QQQ,0,QTrader has signaled and we have a short term opportunity for a hard bounce this week.,,YES,NULL
74045,Buy Calls,QQQ,QQQ Oct 23 2020 287.5 Call (Weekly),,,3.45,4.4,287.5,1.5,,2020-10-06,,,ACTIVE,Closed,2020-10-09,TARGET REACHED,21,YES,,QQQ,210,QTrader has signaled and we have a monster opportunity of Q's running towards $290 short term.  We move to end of month strike.,,YES,NULL
73906,Buy Calls,QRVO,QRVO Apr 16 2021 200 Call,,,2.5,5,200,0.9,,2021-04-01,,,ACTIVE,Closed,2021-04-05,TARGET REACHED,100,YES,,QRVO,1000,Quick trade opportunity into next week.,,NO,NULL
73898,Buy Calls,RBLX,RBLX Apr 30 2021 80 Call (Weekly),,,2.2,4.4,80,0.7,,2021-04-12,,,ACTIVE,Closed,2021-04-13,TARGET REACHED,100,YES,,RBLX,1000,RBLX is exploding here and has all the makings of a monster move well into the 80's over the next week.,,NO,NULL
73844,Buy Calls,RBLX,RBLX Jun 25 2021 102 Call (Weekly),,,3.1,6.1,102,0.95,,2021-06-11,,,ACTIVE,Closed,2021-06-11,STOPPED OUT,-62,YES,,RBLX,-620,RBLX 107 - 110's are hot. Incredible technical / chart here,,NO,NULL
73861,Buy Calls,RBLX,RBLX Jun 4 2021 100 Call (Weekly),,,2.2,3.7,100,2.2,,2021-05-26,,,ACTIVE,Closed,2021-05-27,STOPPED OUT,,YES,,RBLX,0,Quick trade,,NO,NULL
73960,Buy Calls,RKT,RKT Feb 19 2021 23 Call,,,1.1,1.95,23,0.5,,2021-01-25,,,ACTIVE,Closed,2021-01-25,TARGET REACHED,77,YES,,RKT,770,Quick trade opportunity.,,NO,NULL
73853,Buy Calls,RKT,RKT Jun 18 2021 20 Call,,,0.8,1.45,20,0.2,,2021-06-02,,,ACTIVE,Closed,2021-06-02,TARGET REACHED,67,YES,,RKT,670,Quick trade opportunity trigger.,,NO,NULL
74020,Buy Calls,ROKU,ROKU Nov 20 2020 242.5 Call,,,3.7,4.4,242.5,1.5,,2020-11-11,,,ACTIVE,Closed,2020-11-12,TARGET REACHED,19,YES,,ROKU,190,Another quick trade opportunity,,NO,NULL
74077,Buy Calls,ROKU,ROKU Sep 4 2020 180 Call (Weekly),,,4.2,6.95,180,1.5,,2020-08-28,,,ACTIVE,Closed,2020-08-28,TARGET REACHED,65,YES,,ROKU,650,Quick trade,,NO,NULL
73948,Buy Calls,RUN,RUN Feb 19 2021 80 Call,,,3.2,3.55,80,1.2,,2021-02-05,,,ACTIVE,Closed,2021-02-09,TARGET REACHED,11,YES,,RUN,110,Outstanding technical trigger here.  Could be a monster move into the 80's,,NO,NULL
74082,Buy Calls,RUN,RUN Sep 18 2020 55 Call,,,2.05,3.1,55,0.75,,2020-08-24,,,ACTIVE,Closed,2020-08-28,TARGET REACHED,51,YES,,RUN,510,Breakout,,NO,NULL
74046,Buy Calls,SE,SE Oct 23 2020 175 Call (Weekly),,,4.35,5.3,175,1.7,,2020-10-06,,,ACTIVE,Closed,2020-10-08,TARGET REACHED,28,YES,,SE,280,SE ready to go....,,NO,NULL
74031,Buy Calls,SFIX,SFIX Nov 20 2020 40 Call,,,1.44,2.01,40,0.62,,2020-10-27,,,ACTIVE,Closed,2020-10-29,TARGET REACHED,40,YES,,SFIX,400,SFIX continues to charge higher and now a triggered has been ignited for $40 plus short term,,NO,NULL
73950,Buy Calls,SKLZ,SKLZ Feb 19 2021 35 Call,,,1.4,4.4,35,0.45,,2021-02-03,,,ACTIVE,Closed,2021-02-04,TARGET REACHED,214,YES,,SKLZ,2140,SKLZ breaking hot over $30,,NO,NULL
73848,Buy Calls,SKLZ,SKLZ Jun 18 2021 27 Call,,,1.45,2.5,27,0.55,,2021-06-08,,,ACTIVE,Closed,2021-06-10,STOPPED OUT,-56,YES,,SKLZ,-560,SKLZ has room to $30 short term,,NO,NULL
73940,Buy Calls,SKLZ,SKLZ Mar 19 2021 45 Call,,,2.4,4.8,45,,,2021-02-18,,,ACTIVE,Closed,2021-02-18,STOPPED OUT,,YES,,SKLZ,0,"It's time.  First opportunity, way oversold. ",,NO,NULL
73885,Buy Calls,SKLZ,SKLZ May 21 2021 23 Call,,,1.75,2.95,23,0.4,,2021-04-28,,,ACTIVE,Closed,2021-04-28,STOPPED OUT,-76,YES,,SKLZ,-760,Next opportunity.,,NO,NULL
73955,Buy Calls,SKT,SKT Feb 19 2021 25 Call,,,3.1,5.8,25,0.95,,2021-01-28,,,ACTIVE,Closed,2021-01-28,STOPPED OUT,-61,YES,,SKT,-610,SKT is next.,,NO,NULL
73952,Buy Calls,SLV,SLV Feb 19 2021 30 Call,,,1.39,2.5,30,,,2021-02-01,,,ACTIVE,Closed,2021-02-01,STOPPED OUT,-100,YES,,SLV,-1000,SLV is headed into the 30's short term.,,NO,NULL
73902,Buy Calls,SNAP,SNAP Apr 23 2021 64 Call (Weekly),,,3,4,64,1.2,,2021-04-07,,,ACTIVE,Closed,2021-04-08,TARGET REACHED,33,YES,,SNAP,330,Monster in the making,,NO,NULL
73810,Buy Calls,SNAP,SNAP Aug 20 2021 80 Call,,,2.33,2.68,80,0.5,,2021-07-26,,,ACTIVE,Closed,2021-08-10,TARGET REACHED,15,YES,,SNAP,150,Perfect opportunity for entry on SNAP with this pullback. SNAP is $80 with ease very soon.,,NO,NULL
73793,Buy Calls,SNAP,SNAP Aug 27 2021 80 Call (Weekly),,,2.17,3.95,80,0.72,,2021-08-10,,,ACTIVE,Closed,2021-08-10,STOPPED OUT,-61,YES,,SNAP,-610,SNAP with the perfect re-entry setup and we get to roll out to end of month strike.,,NO,NULL
74013,Buy Calls,SNAP,SNAP Dec 18 2020 46 Call,,,1.45,3.4,46,0.61,,2020-11-20,,,ACTIVE,Closed,2020-11-23,TARGET REACHED,135,YES,,SNAP,1350,SNAP is on the move and breaking out here with beautiful upside call volume last few sessions.,,NO,NULL
74008,Buy Calls,SNAP,SNAP Dec 18 2020 50 Call,,,1.07,2.5,50,0.5,,2020-11-25,,,ACTIVE,Closed,2020-11-25,STOPPED OUT,-53,YES,,SNAP,-530,SNAP triggering with bullish price flow.,,NO,NULL
73977,Buy Calls,SNAP,SNAP Jan 22 2021 53 Call (Weekly),,,1.58,2.38,53,0.55,,2021-01-06,,,ACTIVE,Closed,2021-01-07,TARGET REACHED,50,YES,,SNAP,500,Bullish engulfing.,,NO,NULL
73962,Buy Calls,SNAP,SNAP Jan 29 2021 57.5 Call (Weekly),,,1.07,1.75,57.5,0.46,,2021-01-21,,,ACTIVE,Closed,2021-01-25,STOPPED OUT,-88,YES,,SNAP,-880,Quick trade opportunity.,,NO,NULL
73836,Buy Calls,SNAP,SNAP Jul 16 2021 68 Call,,,2,3.5,68,0.75,,2021-06-23,,,ACTIVE,Closed,2021-06-24,TARGET REACHED,75,YES,,SNAP,750,SNAP looks so ready to go.  What a chart!,,NO,NULL
73865,Buy Calls,SNAP,SNAP Jun 18 2021 60 Call,,,1.62,2.52,60,0.5,,2021-05-20,,,ACTIVE,Closed,2021-05-24,TARGET REACHED,56,YES,,SNAP,560,SNAP has a powerful setup emerging here.,,NO,NULL
73856,Buy Calls,SNAP,SNAP Jun 18 2021 65 Call,,,1.4,2.8,65,0.51,,2021-05-28,,,ACTIVE,Closed,2021-05-28,STOPPED OUT,-59,YES,,SNAP,-590,Explosive trigger brewing.,,NO,NULL
73884,Buy Calls,SNAP,SNAP May 21 2021 65 Call,,,2.2,4.4,65,0.5,,2021-04-29,,,ACTIVE,Closed,2021-04-29,STOPPED OUT,-56,YES,,SNAP,-560,SNAP is providing outstanding opportunity here and a short term move into the 65 - 70 range area is in play.,,NO,NULL
74048,Buy Calls,SNAP,SNAP Oct 16 2020 28 Call,,,0.65,0.72,28,0.38,,2020-10-01,,,ACTIVE,Closed,2020-10-06,STOPPED OUT,-41,YES,,SNAP,-410,SNAP has strong price activity with tremendous upside movement indicating here.,,NO,NULL
73801,Buy Calls,SNOW,SNOW Aug 20 2021 300 Call,,,5,9,300,1.8,,2021-08-03,,,ACTIVE,Closed,2021-08-03,STOPPED OUT,54,YES,,SNOW,540,Monster big breakout in SNOW.  $300 seems magnet over the next few weeks.,,NO,NULL
73822,Buy Calls,SNOW,SNOW Jul 23 2021 270 Call (Weekly),,,5.2,8.7,270,1.8,,2021-07-09,,,ACTIVE,Closed,2021-07-09,TARGET REACHED,68,YES,,SNOW,680,Move out two weeks but SNOW set to rip higher over the next week.,,NO,NULL
73854,Buy Calls,SOFI,SOFI Jun 18 2021 25 Call,,,1.05,1.75,25,0.45,,2021-06-02,,,ACTIVE,Closed,2021-06-02,TARGET REACHED,82,YES,,SOFI,820,Strong price activity as well as strong call volume into the 30's.,,NO,NULL
73968,Buy Calls,SONO,SONO Feb 19 2021 30 Call,,,1.35,1.48,30,0.55,,2021-01-14,,,ACTIVE,Closed,2021-01-22,TARGET REACHED,10,YES,,SONO,100,SONO has triggered nd we have a move into the 30's over the next few weeks in play.,,NO,NULL
73935,Buy Calls,SONO,SONO Mar 19 2021 40 Call,,,1.97,3.2,40,0.72,,2021-02-23,,,ACTIVE,Closed,2021-02-25,TARGET REACHED,-64,YES,,SONO,-640,One more for today.  Option volume in SONO continues to impress.  Price activity and option volume lead to $45 short term.,,NO,NULL
74091,Buy Calls,SPOT,SPOT Aug 21 2020 280 Call,,,4.2,7.7,280,1.5,,2020-08-12,,,ACTIVE,Closed,2020-08-12,STOPPED OUT,-58,YES,,SPOT,-580,Monster move in play.,,NO,NULL
73914,Buy Calls,SPWR,SPWR Apr 16 2021 38 Call,,,1.5,2.7,38,,,2021-03-22,,,ACTIVE,Closed,2021-03-22,STOPPED OUT,-72,YES,,SPWR,-720,SPWR has triggered after a firming bottoming pattern.  SPWR has the potential to go above $40 this week.,,NO,NULL
74015,Buy Calls,SQ,SQ Dec 4 2020 195 Call (Weekly),,,4.75,5.15,195,1.7,,2020-11-17,,,ACTIVE,Closed,2020-11-09,TARGET REACHED,9,YES,,SQ,90,SQ with a quick trade opportunity.,,NO,NULL
73825,Buy Calls,SQ,SQ Jul 23 2021 260 Call (Weekly),,,4.35,7.85,260,1.05,,2021-07-06,,,ACTIVE,Closed,2021-07-06,STOPPED OUT,-76,YES,,SQ,-760,We move to Jul 23 weeklies.  Big volume across the board for 260 plus short term on SQ,,NO,NULL
74074,Buy Calls,SQ,SQ Sep 18 2020 180 Call,,,4.2,7.9,180,0.95,,2020-09-01,,,ACTIVE,Closed,2020-09-01,STOPPED OUT,-64,YES,,SQ,-640,"First trade of September and it's a monster, SQ clear path towards $180 and fast. ",,NO,NULL
73887,Buy Calls,STX,STX May 21 2021 95 Call,,,1.38,2.15,95,0.55,,2021-04-26,,,ACTIVE,Closed,2021-04-27,TARGET REACHED,57,YES,,STX,570,Big breakout range,,NO,NULL
74026,Buy Calls,SWKS,SWKS Nov 20 2020 150 Call,,,2.8,3.8,150,0.92,,2020-11-05,,,ACTIVE,Closed,2020-11-09,TARGET REACHED,36,YES,,SWKS,360,So much more room to rally.,,NO,NULL
74039,Buy Calls,TDOC,TDOC Oct 23 2020 242.5 Call (Weekly),,,4.7,7.9,242.5,0.7,,2020-10-13,,,ACTIVE,Closed,2020-10-19,STOPPED OUT,-82,YES,,TDOC,-820,"Quick trade, TDOC looking to explode higher ",,NO,NULL
73876,Buy Calls,TECK,TECK Jun 18 2021 28 Call,,,0.93,1.9,28,0.2,,2021-05-10,,,ACTIVE,Closed,2021-05-10,STOPPED OUT,-64,YES,,TECK,-640,TECH headed to $30 short term,,NO,NULL
73834,Buy Calls,TIGR,TIGR Jul 16 2021 30 Call,,,1.5,1.9,30,0.5,,2021-06-24,,,ACTIVE,Closed,2021-06-29,TARGET REACHED,27,YES,,TIGR,270,TIGR has all the ingredients for an absolute monster move over the next week,,NO,NULL
73899,Buy Calls,TIGR,TIGR May 21 2021 22.5 Call,,,2.15,2.75,22.5,0.5,,2021-04-09,,,ACTIVE,Closed,2021-04-28,TARGET REACHED,28,YES,,TIGR,280,We move out to May but we want TIGR here as we see it as a strong set-up for next week.,,NO,NULL
73907,Buy Calls,TLRY,TLRY Apr 16 2021 26 Call,,,1.63,3.3,26,0.61,,2021-03-31,,,ACTIVE,Closed,2021-03-31,STOPPED OUT,-61,YES,,TLRY,-610,Next opportunity.,,NO,NULL
73958,Buy Calls,TLRY,TLRY Feb 19 2021 22.5 Call,,,1.64,2.95,22.5,0.3,,2021-01-26,,,ACTIVE,Closed,2021-01-27,TARGET REACHED,80,YES,,TLRY,800,This can get loose really fast and squeze higher,,NO,NULL
73942,Buy Calls,TME,TME Mar 19 2021 30 Call,,,1.3,2.15,30,0.3,,2021-02-16,,,ACTIVE,Closed,2021-02-22,STOPPED OUT,-77,YES,,TME,-770,Explosive chart,,NO,NULL
73919,Buy Calls,TRIP,TRIP Apr 16 2021 70 Call,,,2.95,5.9,70,0.5,,2021-03-15,,,ACTIVE,Closed,2021-03-15,STOPPED OUT,-74,YES,,TRIP,-740,Monster stock developing and TRIP is on it's way to $100 over the next few months.,,NO,NULL
73930,Buy Calls,TRIP,TRIP Mar 19 2021 57.5 Call,,,2.42,4.45,57.5,1,,2021-03-02,,,ACTIVE,Closed,2021-03-05,STOPPED OUT,-58,YES,,TRIP,-580,TRIP is headed towards $60 short term.,,NO,NULL
74004,Buy Calls,TSM,TSM Dec 18 2020 105 Call,,,1.45,2.21,105,0.5,,2020-12-01,,,ACTIVE,Closed,2020-12-01,TARGET REACHED,52,YES,,TSM,520,Bull flag breakout.....,,NO,NULL
73972,Buy Calls,TSM,TSM Jan 29 2021 135 Call (Weekly),,,1.95,3.8,135,0.75,,2021-01-11,,,ACTIVE,Closed,2021-01-11,STOPPED OUT,-61,YES,,TSM,-610,Monster volume coming in on TSM 135's here.  Indicators have an explosive move with institutional backing on upside calls.,,NO,NULL
74061,Buy Calls,TSM,TSM Oct 9 2020 90 Call (Weekly),,,1.85,3.7,90,0.5,,2020-09-15,,,ACTIVE,Closed,2020-09-15,STOPPED OUT,-77,YES,,TSM,-770,"Heavy volume, strong upside call volume.  This move does not stop and TSM is 90 plus short term.",,NO,NULL
74090,Buy Calls,TSM,TSM Sep 18 2020 85 Call,,,1.8,3.6,85,0.6,,2020-08-12,,,ACTIVE,Closed,2020-08-12,TARGET REACHED,-63,YES,,TSM,-630,We move out to Sep for this trade but absolutely love TSM over the next few weeks.,,NO,NULL
73824,Buy Calls,TTD,TTD Jul 30 2021 85 Call (Weekly),,,3,5.5,85,1.9,,2021-07-07,,,ACTIVE,Closed,2021-07-07,STOPPED OUT,-37,YES,,TTD,-370,Next level move here.,,NO,NULL
73994,Buy Calls,TWTR,TWTR Dec 24 2020 53 Call (Weekly),,,1.44,1.8,53,0.51,,2020-12-11,,,ACTIVE,Closed,2020-12-14,TARGET REACHED,25,YES,,TWTR,250,Next opportunity.  Weeklies for Dec 24.,,NO,NULL
73973,Buy Calls,TWTR,TWTR Jan 22 2021 50 Call (Weekly),,,1.15,1.68,50,0.35,,2021-01-11,,,ACTIVE,Closed,2021-01-11,TARGET REACHED,46,YES,,TWTR,460,"Overreaction, quick trade. ",,NO,NULL
74085,Buy Calls,TWTR,TWTR Sep 18 2020 41 Call,,,1.24,1.86,41,0.52,,2020-08-19,,,ACTIVE,Closed,2020-08-26,TARGET REACHED,50,YES,,TWTR,500,TWTR clearing range and great value for Sep Calls,,NO,NULL
73850,Buy Calls,U,U Jul 16 2021 105 Call,,,3,3.8,105,1.1,,2021-06-07,,,ACTIVE,Closed,2021-06-10,TARGET REACHED,27,YES,,U,270,Monster breakout developing in U,,NO,NULL
73897,Buy Calls,U,U May 21 2021 110 Call,,,3.3,4.5,110,0.75,,2021-04-13,,,ACTIVE,Closed,2021-04-22,TARGET REACHED,36,YES,,U,360,U is about to explode higher over the next few weeks.  So much potential with U here.,,NO,NULL
73771,Buy Calls,U,U Sep 17 2021 140 Call,,,2,4.1,140,0.5,,2021-09-02,,,ACTIVE,OPEN,,,,NO,,U,NULL,Breakout,,NO,NULL
73979,Buy Calls,UBER,UBER Jan 29 2021 57 Call (Weekly),,,1.52,2.22,57,0.51,,2021-01-05,,,ACTIVE,Closed,2021-01-07,TARGET REACHED,46,YES,,UBER,460,UBER has triggered and we have a move in play towards $60.  We move to end of Jan strike for this trade.,,NO,NULL
73868,Buy Calls,UBER,UBER Jun 18 2021 52.5 Call,,,1.41,2.45,52.5,0.25,,2021-05-18,,,ACTIVE,Closed,2021-05-18,STOPPED OUT,-67,YES,,UBER,-670,Monster developing,,NO,NULL
73944,Buy Calls,UBER,UBER Mar 19 2021 70 Call,,,1.7,3.4,70,0.5,,2021-02-11,,,ACTIVE,Closed,2021-02-18,STOPPED OUT,-68,YES,,UBER,-680,Volume exploding on the upside call volume here.,,NO,NULL
74065,Buy Calls,UBER,UBER Oct 2 2020 39 Call (Weekly),,,0.9,1.1,39,0.25,,2020-09-11,,,ACTIVE,Closed,2020-09-15,TARGET REACHED,22,YES,,UBER,220,UBER price action has been fantastic and now has $40 in it's sights.,,NO,NULL
74043,Buy Calls,UBER,UBER Oct 30 2020 39 Call (Weekly),,,1.09,2.2,39,0.25,,2020-10-08,,,ACTIVE,Closed,2020-10-08,STOPPED OUT,-89,YES,,UBER,-890,UBER upside call volume and price activity has been impressive.  We jump in here as indicators are pointing $40 short term.,,NO,NULL
73924,Buy Calls,V,V Apr 1 2021 230 Call (Weekly),,,3.45,5.95,230,1.4,,2021-03-08,,,ACTIVE,Closed,2021-03-18,STOPPED OUT,-59,YES,,V,-590,V looks absolutely fantastic and we have a breakout in place now.,,NO,NULL
73879,Buy Calls,VALE,VALE Jun 18 2021 22 Call,,,0.61,0.98,22,0.15,,2021-05-05,,,ACTIVE,Closed,2021-05-06,TARGET REACHED,61,YES,,VALE,610,"We move out to June but Vale providing strong value and price activity, regardless of tape. ",,NO,NULL
73943,Buy Calls,WDC,WDC Mar 19 2021 70 Call,,,2.6,2.9,70,1,,2021-02-12,,,ACTIVE,Closed,2021-02-18,TARGET REACHED,12,YES,,WDC,120,WDC is loose...,,NO,NULL
73929,Buy Calls,WFC,WFC Mar 19 2021 40 Call,,,0.68,1.36,40,0.25,,2021-03-03,,,ACTIVE,Closed,2021-03-04,STOPPED OUT,-62,YES,,WFC,-620,Explosive chart brewing on WFC,,NO,NULL
